seconds,seat,turn,chairTileErrorPx,stemTileErrorPx,monitorAxisError,keyboardAxisError,member,phase,handMidpointError,standingHeight
165.878800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
165.878800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
165.878800,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
166.946200,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
166.946200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
166.946200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
166.946200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
167.962500,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
167.962600,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
167.962600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
167.962600,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
169.062900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
169.062900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
169.062900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
169.062900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
170.162900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
170.162900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
170.162900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
170.162900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
171.247800,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
171.247900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
171.247900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
171.247900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
172.298600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
172.298600,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
172.298600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
172.298600,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
173.349000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
173.349000,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.201257,1.857259
173.349100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
173.349100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,4.179472,1.775838
174.449100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
174.449200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.201257,1.857259
174.449200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
174.449200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,4.315143,1.775838
175.534600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
175.534600,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
175.534600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
175.534700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,3.506514,1.775838
176.616800,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
176.616800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
176.616800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
176.616900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,2.517961,1.775838
177.633100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
177.633100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
177.633200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
177.633200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,1.691566,1.775838
178.633400,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
178.633500,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
178.633500,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
178.633500,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
179.738900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
179.739000,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
179.739000,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
179.739000,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
180.835500,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
180.835500,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
180.835600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
180.835600,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
181.917800,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
181.917800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
181.917800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,4.739625,1.775838
181.917900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
183.001300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
183.001400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.193423,1.857259
183.001400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,4.678949,1.775838
183.001400,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
184.085300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
184.085300,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.355061,1.857259
184.085400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,4.746720,1.775838
184.085400,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
185.184800,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
185.184800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.365769,1.857259
185.184900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,4.736313,1.775838
185.184900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
186.268400,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
186.268400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.365769,1.857259
186.268500,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,4.646689,1.775838
186.268500,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
187.340300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
187.340400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.365769,1.857259
187.340400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,4.669645,1.775838
187.340500,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,2.243259,1.775838
188.419000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
188.419100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.365769,1.857259
188.419100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
188.419100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,1.644249,1.775838
189.502500,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
189.502600,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.365769,1.857259
189.502600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
189.502600,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Working,0.186180,1.775838
190.602300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
190.602400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.365769,1.857259
190.602400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
190.602400,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Working,0.186314,1.775838
