frame,actor,phase,left_contact,right_contact,left_grid_x,left_grid_y,right_grid_x,right_grid_y,left_toe_grid_x,left_toe_grid_y,right_toe_grid_x,right_toe_grid_y,left_ankle_line_px,right_ankle_line_px,left_shoe_line_px,right_shoe_line_px,min_contact_shoe_line_px
83,father,0.056993,false,false,6.413910,5.970684,6.736671,6.036561,6.285553,5.921582,6.659520,6.095269,3.255252,8.949029,-3.899482,0.719032,Infinity
84,player,0.098920,false,false,5.747755,6.004965,5.278488,5.991763,5.903803,6.035833,5.372576,5.948423,9.368129,8.375861,1.532790,-0.782778,Infinity
84,father,0.098920,false,false,6.334544,5.974518,6.660213,6.038118,6.210327,5.929442,6.587993,6.095020,6.256251,6.057992,-0.796733,-1.901679,Infinity
85,player,0.140846,false,false,5.756042,6.003838,5.295918,5.988033,5.905177,6.032288,5.374495,5.949394,9.681485,7.716765,2.016108,-0.591387,Infinity
85,father,0.140846,false,false,6.318838,5.974204,6.640653,6.039048,6.197244,5.931572,6.576686,6.093172,6.850139,5.318366,-0.138396,-2.188738,Infinity
86,player,0.182773,true,false,5.796350,6.004560,5.362675,5.981742,5.944588,6.031652,5.412862,5.950850,11.205610,5.192570,3.562253,-1.559105,3.562253
86,father,0.182773,true,false,6.221089,5.972142,6.528567,6.040936,6.099691,5.930541,6.481606,6.090891,10.546220,1.080170,3.562523,-4.000000,3.562523
87,player,0.224699,true,false,5.795621,6.004572,5.406312,5.977416,5.942729,6.030839,5.409853,5.954036,11.178040,3.542548,3.562451,-0.651608,3.562451
87,father,0.224699,true,false,6.221280,5.970200,6.502418,6.041414,6.100168,5.929447,6.485507,6.087355,10.539010,0.091443,3.562343,-4.000000,3.562343
88,player,0.224699,false,false,5.734869,6.004571,5.345560,5.977414,5.881977,6.030837,5.349101,5.954033,8.880883,5.839715,1.265293,1.645551,Infinity
88,father,0.232180,true,false,6.221334,5.965991,6.497231,6.045970,6.100312,5.921582,6.485096,6.090435,10.536950,0.104716,3.562451,-4.000000,3.562451
