seconds,seat,turn,chairTileErrorPx,stemTileErrorPx,monitorAxisError,keyboardAxisError,member,phase,handMidpointError,standingHeight,seatedBlend,workClock,leftHandError,rightHandError,leftKneeDegrees,rightKneeDegrees,frame,ready
87.863980,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.777619,1.857259,0.000000,0.000000,8.885212,8.670900,154.640500,155.403700,4231,True
87.864010,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4231,True
87.864040,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4231,True
87.899050,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4233,True
87.899110,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.777619,1.857259,0.000000,0.000000,8.885212,8.670900,154.640500,155.403700,4233,True
87.899140,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4233,True
87.899160,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4233,True
87.935200,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4235,True
87.935270,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.771594,1.857259,0.000000,0.000000,8.859566,8.683935,154.837200,155.099500,4235,True
87.935300,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4235,True
87.935320,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4235,True
87.968670,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4237,True
87.968740,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.760834,1.857259,0.000000,0.000000,8.854304,8.667710,155.547900,154.265500,4237,True
87.968770,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4237,True
87.968790,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4237,True
88.002240,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4239,True
88.002300,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.744922,1.857259,0.000000,0.000000,8.845996,8.644238,156.426000,153.517200,4239,True
88.002330,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4239,True
88.002350,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4239,True
88.052260,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4242,True
88.052320,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.716681,1.857259,0.000000,0.000000,8.822540,8.611261,157.039600,152.589500,4242,True
88.052350,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4242,True
88.052380,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4242,True
88.085820,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4244,True
88.085880,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.700538,1.857259,0.000000,0.000000,8.802299,8.599185,154.793400,150.922900,4244,True
88.085910,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4244,True
88.085930,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4244,True
88.135150,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4247,True
88.135220,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.683197,1.857259,0.000000,0.000000,8.766785,8.599876,153.830400,144.725400,4247,True
88.135250,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4247,True
88.135270,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4247,True
88.168910,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4249,True
88.168980,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.666523,1.857259,0.000000,0.000000,8.730083,8.603106,155.145000,130.578900,4249,True
88.169010,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4249,True
88.169030,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4249,True
88.218410,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4252,True
88.218480,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.627951,1.857259,0.000000,0.000000,8.654956,8.600963,156.949500,113.373300,4252,True
88.218510,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4252,True
88.218520,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4252,True
88.252270,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4254,True
88.252330,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.600001,1.857259,0.000000,0.000000,8.600487,8.599518,157.760400,110.462700,4254,True
88.252360,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4254,True
88.252370,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4254,True
88.302080,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4257,True
88.302140,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.555654,1.857259,0.000000,0.000000,8.512015,8.599363,158.511000,123.190200,4257,True
88.302170,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4257,True
88.302190,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4257,True
88.353250,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4260,True
88.353410,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.512580,1.857259,0.000000,0.000000,8.429474,8.595886,158.535400,142.751200,4260,True
88.353480,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4260,True
88.353520,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4260,True
88.402530,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4263,True
88.402650,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.476678,1.857259,0.000000,0.000000,8.369878,8.583764,157.718000,155.592300,4263,True
88.402680,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4263,True
88.402700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4263,True
88.451860,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4266,True
88.451930,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.444608,1.857259,0.000000,0.000000,8.330556,8.558960,156.827100,156.392200,4266,True
88.451970,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4266,True
88.451980,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4266,True
88.485550,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4268,True
88.485630,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.429524,1.857259,0.000000,0.000000,8.324124,8.535167,155.763800,155.680900,4268,True
88.485660,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4268,True
88.485680,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4268,True
88.518880,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4270,True
