seconds,clock,member,playerControlled,phase,cell,x,y,destination,stuck,reservationBlocker,movementBlocker,intent,location,interaction,status,pathIndex,pathLength,seat,interactionPhase,termination,staticHere,ready,shopOpen,egressBlocker,egressBlockedAttempts
5.405331,2000-01-03T08:50:00,player,True,Navigating,"(2,2)",0.087207,2.265826,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,9,,None,None,True,True,False,"",0
5.525619,2000-01-03T08:50:00,father,False,Navigating,"(1,9)",-6.880797,5.004047,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
5.525739,2000-01-03T08:50:00,mother,False,Navigating,"(9,6)",2.436352,6.995954,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",1,7,,None,None,True,True,False,"",0
5.525823,2000-01-03T08:50:00,older_sister,False,Navigating,"(10,4)",5.103019,6.551509,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",2,12,,None,None,True,True,False,"",0
5.525895,2000-01-03T08:50:00,player,True,Navigating,"(2,2)",0.230315,2.337380,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,9,,None,None,True,True,False,"",0
5.644905,2000-01-03T08:50:00,father,False,Navigating,"(1,9)",-6.737689,5.075601,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
5.645027,2000-01-03T08:50:00,mother,False,Navigating,"(9,6)",2.293243,6.924399,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",1,7,,None,None,True,True,False,"",0
5.645113,2000-01-03T08:50:00,older_sister,False,Navigating,"(10,4)",4.959911,6.479955,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",2,12,,None,None,True,True,False,"",0
5.645189,2000-01-03T08:50:00,player,True,Navigating,"(2,2)",0.373423,2.408934,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,9,,None,None,True,True,False,"",0
5.776261,2000-01-03T08:50:00,father,False,Navigating,"(2,9)",-6.594581,5.147155,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
5.776433,2000-01-03T08:50:00,mother,False,Navigating,"(8,6)",2.150135,6.852845,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",1,7,,None,None,True,True,False,"",0
5.776710,2000-01-03T08:50:00,older_sister,False,Navigating,"(9,4)",4.816803,6.408401,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",2,12,,None,None,True,True,False,"",0
5.776814,2000-01-03T08:50:00,player,True,Navigating,"(3,2)",0.516532,2.480488,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,9,,None,None,True,True,False,"",0
5.906379,2000-01-03T08:50:00,father,False,Navigating,"(2,9)",-6.451472,5.218709,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
5.906504,2000-01-03T08:50:00,mother,False,Navigating,"(8,6)",2.007027,6.781291,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",1,7,,None,None,True,True,False,"",0
5.906589,2000-01-03T08:50:00,older_sister,False,Navigating,"(9,4)",4.673694,6.336847,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",2,12,,None,None,True,True,False,"",0
5.906669,2000-01-03T08:50:00,player,True,Navigating,"(3,2)",0.659640,2.552042,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,9,,None,None,True,True,False,"",0
6.026337,2000-01-03T08:50:00,father,False,Navigating,"(2,9)",-6.308364,5.290264,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.026452,2000-01-03T08:50:00,mother,False,Navigating,"(8,6)",1.863918,6.709737,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",1,7,,None,None,True,True,False,"",0
6.026541,2000-01-03T08:50:00,older_sister,False,Navigating,"(9,4)",4.530585,6.265293,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",2,12,,None,None,True,True,False,"",0
6.026617,2000-01-03T08:50:00,player,True,Navigating,"(3,2)",0.802748,2.623596,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,9,,None,None,True,True,False,"",0
6.145138,2000-01-03T08:50:00,father,False,Navigating,"(2,9)",-6.165256,5.361818,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.145259,2000-01-03T08:50:00,mother,False,Navigating,"(8,6)",1.758458,6.676327,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
6.145347,2000-01-03T08:50:00,older_sister,False,Navigating,"(9,4)",4.387477,6.193738,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,12,,None,None,True,True,False,"",0
6.145428,2000-01-03T08:50:00,player,True,Navigating,"(3,2)",0.945857,2.695150,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,9,,None,None,True,True,False,"",0
6.251312,2000-01-03T08:50:00,father,False,Navigating,"(2,9)",-6.029194,5.429848,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.251439,2000-01-03T08:50:00,mother,False,Navigating,"(8,6)",1.623828,6.743641,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
6.251523,2000-01-03T08:50:00,older_sister,False,Navigating,"(9,4)",4.251417,6.125708,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,12,,None,None,True,True,False,"",0
6.251601,2000-01-03T08:50:00,player,True,Navigating,"(3,2)",1.081918,2.763181,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,9,,None,None,True,True,False,"",0
6.362991,2000-01-03T08:50:00,father,False,Navigating,"(2,9)",-5.929794,5.479548,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.363117,2000-01-03T08:50:00,mother,False,Navigating,"(8,6)",1.524429,6.793341,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
6.363211,2000-01-03T08:50:00,older_sister,False,Navigating,"(9,4)",4.152018,6.076008,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,12,,None,None,True,True,False,"",0
6.363290,2000-01-03T08:50:00,player,True,Navigating,"(3,2)",1.181317,2.812881,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",5,9,,None,None,True,True,False,"",0
6.472336,2000-01-03T08:50:00,father,False,Navigating,"(2,9)",-5.835050,5.526920,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
6.472456,2000-01-03T08:50:00,mother,False,Navigating,"(8,6)",1.429685,6.840714,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
6.472541,2000-01-03T08:50:00,older_sister,False,Navigating,"(9,4)",4.057274,6.028636,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",4,12,,None,None,True,True,False,"",0
