seconds,seat,turn,chairTileErrorPx,stemTileErrorPx,monitorAxisError,keyboardAxisError,member,phase,handMidpointError,standingHeight
162.471000,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
163.571000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
163.571000,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
163.571100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
163.571100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
164.670800,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
164.670800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
164.670900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
164.670900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
165.738400,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
165.738400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
165.738400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
165.738400,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
166.854600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
166.854700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
166.854700,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
166.854700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
167.937700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
167.937700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
167.937800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
167.937800,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
169.038100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
169.038100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,RotatingToSeat,1.624812,1.857259
169.038100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
169.038100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
170.154700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
170.155300,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000001,1.857259
170.155300,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
170.155300,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,4.087464,1.775838
171.166700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
171.166700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
171.166700,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
171.166700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,4.220572,1.775838
172.267200,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
172.267200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
172.267200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
172.267200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,3.317216,1.775838
173.366700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
173.366800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
173.366800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
173.366800,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,2.298123,1.775838
174.465800,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
174.465800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
174.465900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
174.465900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,1.521497,1.775838
175.533200,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
175.533200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
175.533200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
175.533300,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
176.624100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
176.624200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
176.624200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
176.624200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
177.718100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
177.718100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
177.718100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
177.718100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
178.816700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
178.816800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
178.816800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Working,0.007161,1.775838
178.816800,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
179.901900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
179.902000,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.859683,1.857259
179.902000,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Working,0.007086,1.775838
179.902100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
181.000900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
181.000900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.014626,1.857259
181.001000,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Working,0.005843,1.775838
181.001000,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
182.003300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
182.003300,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,1.504105,1.857259
182.003400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Working,0.007047,1.775838
182.003400,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
183.086100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
183.086200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
183.086200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Working,0.007199,1.775838
183.086200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,2.845848,1.775838
184.086600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
184.086600,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
184.086600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Working,0.005891,1.775838
184.086700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,2.093090,1.775838
185.086600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
185.086700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
185.086700,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
185.086700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,1.547255,1.775838
186.119400,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
186.119500,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
186.119500,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
186.119500,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Working,0.007086,1.775838
187.119600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
187.119700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
187.119700,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
187.119700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Working,0.005859,1.775838
188.229600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
188.229600,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
188.229600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Working,0.395937,1.775838
188.229600,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
189.229700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
189.229700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
189.229800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Working,0.007843,1.775838
189.229800,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
190.333000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
190.333100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
190.333100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
190.333100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
191.345900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
191.345900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
191.346000,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
191.346000,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
192.364000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
192.364100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
192.364100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
192.364100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
193.402500,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
193.402500,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
193.402600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
193.402600,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
194.414600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
194.414700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
194.414700,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
194.414700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
195.465200,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
195.465200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
195.465200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
195.465200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
196.548200,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
196.548200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
196.548200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
196.548200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
197.598500,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
197.598500,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
197.598600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
197.598600,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
198.698700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
198.698700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
198.698700,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
198.698700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
199.814900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
199.814900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
199.814900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
199.815000,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
200.914900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
200.914900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
200.914900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
200.914900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
201.983000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
201.983100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
201.983100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
201.983100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
203.050000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,
203.050000,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
203.050000,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
203.050000,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
204.133300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Navigating,7.538978,1.857259
204.133400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
204.133400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
204.133400,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
205.216300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Navigating,6.580385,1.857259
205.216400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
205.216400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
205.216400,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
206.304400,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Navigating,5.795320,1.857259
206.304500,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
206.304500,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
206.304500,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
207.320100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Navigating,4.862902,1.857259
207.320200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,4.003889,1.857259
207.320200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
207.320200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
208.436100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Navigating,4.008983,1.857259
208.436100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.908967,1.857259
208.436100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
208.436100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
209.535200,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Navigating,3.193810,1.857259
209.535200,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,2.096082,1.857259
209.535200,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
209.535200,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
210.635200,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Navigating,2.563819,1.857259
210.635300,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,1.566431,1.857259
210.635300,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,
210.635300,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
211.673000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Navigating,1.830620,1.857259
211.673100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,1.404469,1.857259
211.673100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,7.331835,1.775838
211.673100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
212.688600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.536368,1.857259
212.688600,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.020794,1.857259
212.688600,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,6.905346,1.775838
212.688600,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
213.688600,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000001,1.857259
213.688600,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
213.688700,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,6.670408,1.775838
213.688700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
214.689300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000000,1.857259
214.689400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
214.689400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,6.563312,1.775838
214.689400,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,
215.784400,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000000,1.857259
215.784400,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
215.784400,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,5.698764,1.775838
215.784500,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,11.683510,1.775838
216.869400,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000000,1.857259
216.869500,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
216.869500,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,4.700074,1.775838
216.869500,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,10.894750,1.775838
217.940100,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000000,1.857259
217.940100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
217.940100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,3.828301,1.775838
217.940100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,10.295180,1.775838
219.052900,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000001,1.857259
219.052900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
219.052900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,2.961619,1.775838
219.052900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,9.494850,1.775838
220.151700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000000,1.857259
220.151800,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
220.151800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,2.159383,1.775838
220.151800,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,8.878999,1.775838
221.161800,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000000,1.857259
221.161900,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
221.161900,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,1.820295,1.775838
221.161900,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,8.156352,1.775838
222.195000,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000000,1.857259
222.195100,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000000,1.857259
222.195100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,1.906210,1.775838
222.195100,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,7.195971,1.775838
223.224700,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,player,Working,0.000000,1.857259
223.224700,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Working,0.000001,1.857259
223.224700,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,father,Navigating,2.381389,1.775838
223.224700,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,mother,Navigating,6.275140,1.775838
