frame,seconds,clock,ready,cash,inventory,seats,pointerCommits,member,phase,away,x,y,destination,pathIndex,pathLength,seat,seatDirection,arrivalCount,workFrames,gaitDistance,displacement,staticViolations,interactionViolations,agentPenetrations,bodies,legacyCharacters,legacyFurniture,bgm,sfx,listenerVolume,outputPeak,errors
46,2.631835,2000-01-03T08:50:00,False,5000000,0,0,-1,player,Idle,False,0.000000,2.222222,,-1,0,,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.550000,0.800000,0.000000,0.000000,0
48,4.933357,2000-01-03T08:50:00,True,5000000,0,0,-1,father,Navigating,False,-7.111111,4.888889,(4:5),1,8,,0,0,0,0.000000,0.000000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
48,4.933628,2000-01-03T08:50:00,True,5000000,0,0,-1,mother,Navigating,False,2.666667,7.111111,(8:11),1,7,,0,0,0,0.000000,0.000000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
48,4.933702,2000-01-03T08:50:00,True,5000000,0,0,-1,older_sister,Navigating,False,5.333333,6.666667,(4:9),1,12,,0,0,0,0.000000,0.000000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
48,4.933782,2000-01-03T08:50:00,True,5000000,0,0,-1,player,Navigating,False,0.000000,2.222222,(8:4),1,9,,0,0,0,0.000000,0.000000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
49,5.273163,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-7.088214,4.900338,(4:5),3,8,,0,0,0,0.025600,0.015600,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
49,5.273257,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,2.643770,7.099662,(8:11),1,7,,0,0,0,0.025600,0.015600,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
49,5.273332,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,5.310436,6.655218,(4:9),1,12,,0,0,0,0.025600,0.015600,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
49,5.273410,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,0.022897,2.233671,(8:4),6,9,,0,0,0,0.025600,0.015600,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
51,5.396119,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-6.952351,4.968270,(4:5),3,8,,0,0,0,0.177500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
51,5.396207,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,2.507906,7.031731,(8:11),1,7,,0,0,0,0.177500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
51,5.396280,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,5.174573,6.587286,(4:9),2,12,,0,0,0,0.177500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
51,5.396357,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,0.158761,2.301603,(8:4),6,9,,0,0,0,0.177500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
53,5.511609,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-6.809243,5.039824,(4:5),3,8,,0,0,0,0.337500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
53,5.511696,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,2.364798,6.960176,(8:11),1,7,,0,0,0,0.337500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
53,5.511769,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,5.031465,6.515732,(4:9),2,12,,0,0,0,0.337500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
53,5.511848,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,0.301869,2.373157,(8:4),6,9,,0,0,0,0.337500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
55,5.634575,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-6.666135,5.111378,(4:5),3,8,,0,0,0,0.497500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
55,5.634753,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,2.221689,6.888622,(8:11),1,7,,0,0,0,0.497500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
55,5.634855,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,4.888357,6.444178,(4:9),2,12,,0,0,0,0.497500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
55,5.634949,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,0.444978,2.444711,(8:4),5,9,,0,0,0,0.497500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
57,5.754490,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-6.523026,5.182932,(4:5),3,8,,0,0,0,0.657500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
57,5.754577,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,2.078581,6.817068,(8:11),1,7,,0,0,0,0.657500,0.030000,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
