frame,seconds,dt,member,cellX,cellY,gridX,gridY,rootX,rootY,footMidX,footMidY,footMidErrorPx,leftGroundX,leftGroundY,rightGroundX,rightGroundY,leftActualX,leftActualY,rightActualX,rightActualY,leftWorldX,leftWorldY,leftWorldZ,rightWorldX,rightWorldY,rightWorldZ,rootWorldX,rootWorldZ,yaw,phase,footLead,leftContact,rightContact,gaitDistance,displacement,pathErrorPx,lowestMeshY,direction,destinationX,destinationY,pathCount,hostCount
14,1.765356,0.112374,mother,8,6,8.000000,6.100623,720.296600,364.808600,721.406100,365.363900,1.240687,719.775400,365.395200,723.036900,365.332600,719.775400,356.438100,723.036900,353.141800,1.440389,0.228712,-0.137764,1.499277,0.311284,-0.136166,1.449800,-0.122787,305.262400,0.375776,0.047160,1,0,1.093808,0.030000,0.000193,0.126118,3,8,11,7,4
14,1.765356,0.112374,older_sister,9,4,8.855413,4.000000,845.263700,391.129500,845.068100,391.172100,0.200197,847.158000,390.377000,842.978200,391.967100,847.158000,379.100300,842.978200,378.884600,3.740352,0.287944,-0.775661,3.664884,0.334056,-0.816263,3.706150,-0.794875,234.733000,0.430732,-0.085061,1,0,1.137500,0.030000,0.000086,0.130801,1,4,9,12,4
14,1.765356,0.112374,player,3,2,3.144587,2.000000,688.387700,554.117700,688.583300,554.075100,0.200143,686.493400,554.870200,690.673200,553.280000,686.493400,543.593600,690.673200,540.197400,0.839464,0.287944,-4.975897,0.914931,0.334056,-4.935293,0.873666,-4.956682,54.732060,0.430732,-0.085061,1,0,1.137500,0.030000,0.000273,0.130802,5,8,4,9,4
15,1.870393,0.105184,father,2,9,2.225086,9.000001,353.588900,425.590600,355.692200,424.622600,2.315355,349.640000,426.667000,361.744400,422.578200,349.640000,417.684200,361.744400,413.206800,-5.242610,0.229371,-1.702304,-5.024059,0.239294,-1.597898,-5.171310,-1.674819,54.736750,0.531355,-0.238726,1,0,1.217500,0.030000,0.000205,0.126119,5,4,5,8,4
15,1.870393,0.105184,mother,8,6,8.000000,6.181121,716.893400,363.107300,715.660500,362.493800,1.377128,718.382600,364.743000,712.938500,360.244600,718.382600,355.770200,712.938500,350.583000,1.415241,0.229116,-0.121111,1.316946,0.246705,-0.006248,1.388354,-0.079344,305.260700,0.476399,-0.146572,1,0,1.173808,0.030000,0.000086,0.126118,3,8,11,7,4
15,1.870393,0.105184,older_sister,9,4,8.774915,3.999999,841.860700,392.831000,839.165600,393.942500,2.915222,846.810200,390.576300,831.521100,397.308600,846.810200,379.162800,831.521100,385.857600,3.734071,0.291439,-0.780750,3.458021,0.292396,-0.952655,3.644706,-0.838320,234.736500,0.531355,-0.324644,0,0,1.217500,0.030000,0.000136,0.130801,1,4,9,12,4
15,1.870393,0.105184,player,3,2,3.225085,2.000000,691.790800,552.416400,694.485800,551.305000,2.915256,686.841100,554.670900,702.130600,547.939100,686.841100,543.257300,702.130600,536.488000,0.845743,0.291439,-4.970807,1.121803,0.292396,-4.798916,0.935111,-4.913241,54.739750,0.531355,-0.324644,0,0,1.217500,0.030000,0.000061,0.130802,5,8,4,9,4
16,1.971429,0.102423,father,2,9,2.305584,9.000001,356.992000,423.889300,357.345600,423.615700,0.447036,350.244300,426.307000,364.446700,420.924300,350.244300,416.810600,364.446700,412.022500,-5.231699,0.242486,-1.693112,-4.975267,0.227305,-1.555669,-5.109866,-1.631377,54.739350,0.631978,-0.288731,0,0,1.297500,0.030000,0.000031,0.126119,5,4,5,8,4
16,1.971429,0.102423,mother,8,6,8.000000,6.261620,713.490400,361.405600,711.725700,360.461000,2.001553,717.473100,364.293700,705.978300,356.628300,717.473100,355.177300,705.978300,347.474200,1.398820,0.232782,-0.109639,1.191274,0.233744,0.086094,1.326909,-0.035892,305.267000,0.577022,-0.282469,0,0,1.253808,0.030000,0.000110,0.126118,3,8,11,7,4
16,1.971429,0.102423,older_sister,9,4,8.694417,3.999999,838.457600,394.532700,838.033200,394.807000,0.505271,847.063700,390.583000,829.002700,399.030900,847.063700,378.505600,829.002700,388.142700,3.738651,0.308391,-0.780921,3.412550,0.278024,-0.996633,3.583261,-0.881774,234.732100,0.631978,-0.390801,0,0,1.297500,0.030000,0.000110,0.130801,1,4,9,12,4
